"submission_date","reviewer_id","product_id","product_name","product_brand","site_category_lv1","site_category_lv2","review_title","overall_rating","recommend_to_a_friend","review_text","reviewer_birth_year","reviewer_gender","reviewer_state",,,,,
"2018-01-02 23:04:51","7f792d2a35ea3d4f053ad6bc3b8917fb20a48e9f78e837d00fdd0ef12534acd9",23513785,"Prateleira De Canto De Vidro 6mm Incolor 20x20cm - Competidora","null","Móveis","Prateleira, Cubo e Nicho","Adorei",5,"Yes","Ainda não instalei, mas é resistente e boa qualidade",1962,"F","SP",,,,,
"2018-01-02 23:12:26","a6680805316e814877a7d8deed87f0777f228d299285c06786642c64f974ef8c",7040835,"Conjunto de Facas Premium - 3 peças - Tramontina - 24499/811","null","Utilidades Domésticas","Utensílios e Acessórios Domésticos","Entrega rapida",4,"Yes","Entrega rápida e produto como anunciado, bom custo x benefício.",1973,"M","SP",,,,,
"2018-01-02 23:13:17","4a7d58fa9406cd5491abd517a654a1c2646640e7591661c0d0e85f15752bf695",113396232,"Game Grid 2 - PC","codemasters","Games","PC Gaming","Excelente - Aprovado",5,"Yes","O jogo possui um característica bem diferente do Game Grid 1 porém ótima jogabilidade e bem difícil de finalizar algumas fases; e com menor quantidades de níveis. Chegar em primeiro lugar é essencial  para patrocino e melhores carros. O gráfico bem elaborado e boa trilha sonora, áudio em português o que ajuda na jogabilidade. Preferi jogar com opção de cambio automático, mas o jogo aceita bem reduções de marchas manuais para fazer curvas com maior velocidade, opção de controle de tração e controle de estabilidade é aconselhável desligar para maior velocidade do carro.  Recomendo de olhos fechados, necessário se atentar as especificações e requerimentos mínimos para melhor jogabilidade, o jogo nunca travou como descrito pelos colegas.",1978,"M","SP",,,,,
"2018-01-02 23:32:31","1f94ee64a2cd34957e7af7809acab8bd55f93ebf5dd8c2d0d0cbb488645011e7",122243924,"Aparador de Pelos Philips Bodygroom BG1025/15 à Prova d'água","philips","Beleza e Perfumaria","Barbearia","Um grande BO- Bom pra Otario.",1,"No","Produto muito fraco, não consegui nem depilar as pernas sem passar ao menos umas quatro vezes. O fabricante/vendedor deveria informar qual é a potência do mesmo pra que não caiamos nesse tipo de negócio.",1964,"F","PR",,,,,
"2018-01-03 00:12:05","a6f843b64154fb57ad617bd395534dbc3412bd00abf855e51a674220a24c80b2",29693047,"Bicicleta Aro 20 Mtb 18 Marchas Evolution Masculina Verde Athor Bike","null","Brinquedos","Bicicleta Infantil","Pesada",2,"No","Por ser um aro 20 achei a bicicleta muito pesada para a criança da idade. Também acompanha ferramentas para montagem.",1977,"M","SP",,,,,
"2018-01-03 00:12:35","d975ffeef2e336e5c795c11d6352943c8f6d970f4a20f3560ec5eed1191e070a",14172952,"Afiador Amolador Eletrico De Faca Tesoura Ferramentas E Tesoura Como Na Tv","null","Linha Industrial","Equipamentos Industriais","Puro golpe",1,"No","Não vale nada. Não amola nada. A Americanas deveria ter vergonha de vender esta porcaria.",1952,"M","PR",,,,,
"2018-01-03 00:13:55","a6f843b64154fb57ad617bd395534dbc3412bd00abf855e51a674220a24c80b2",15081727,"Bicicleta Athor Aro 20 Mtb Evolution Verde","null","Brinquedos","Bicicleta Infantil","Pesada",2,"No","Por se tratar de aro 20 achei a bicicleta muito pesada para a criança. Também não acompanha ferramentas para montagem.",1977,"M","SP",,,,,
"2018-01-03 00:20:22","ade7fdc13d72eeca66f4152931296c39a7774cc2be475a9c76979a213480bc46",130788449,"Escova Soft Brush 1000W - Philco","philco","Beleza e Perfumaria","Aparelhos elétricos para cabelo","Não atendeu as expectativas",2,"No","Pesquisei muito sobre as escovas (secadoras e alisadoras) e infelizmente me decepcionei com esse modelo.",1993,"F","MG",,,,,
"2018-01-03 00:21:08","71946f4ec093bef3521b7c40be9ff7b3ebff6016482fd4fafdc7861bc8f1dba7",17746569,"Motor Chevrolet Performance 572 Completo 720hp Deluxe","null","Automotivo","null","Vibrador Presidencial",5,"Yes","Comprei para instalar em um vibrador de 80 cm x 20 cm para presentear a nossa gostosa Primeira Dama acontece que ela achou que não tinha potencia suficiente para satisfazer seus desejos, abandonando o motorzinho em um canto do Palacio da Alvorada, vendo esse desperdício nosso querido Presidente Temer  se apropriou do objeto e adaptando em baixo da sua cadeira Presidencial esta uma felicidade só, somente uma reclamação esta gastando muito KY   Fora esse inconveniente esta fechando um acordo com Lojas Americanas para facilitar ainda mais o pagamento pois todo Brasileiro tem que sentir esse prazer de sentar em um Vibrador de 720 cv  e caso tenham problemas no uso nosso Sus vai liberar cirurgias mais rapidamente para Hemorroidas e Aposentar o usuário por invalidez Ana l","null","null","null",,,,,
"2018-01-03 00:31:52","43f1081463fcd27bc955e7f4516561d9eb77232dd45c855325dbec5d05e6463d",121660398,"Câmera Digital Semiprofissional Canon SX520HS 16MP Zoom óptico 42x","canon","Câmeras e Filmadoras","Câmera Digital","Zoom",4,"Yes","Para quem está começando e quer fazer fotos domésticas as funções são fáceis de entender e manusear. O zoom é ótimo!",1980,"F","SP",,,,,
"2018-01-03 00:59:16","043011d483492c9fc96a3281646aa75e21ebf9cd909245ba162be40b5cce2a1d",7328674,"Perfume Cool Water Masculino Eau de Toilette 125ml - Davidoff","davidoff","Beleza e Perfumaria","Perfumaria","Glamor não quer aceitar a devolução por arrependimento (produto ruim)",1,"No","Produto de qualidade ruim , devido a isto pedi o cancelamento do pedido (02-655803699) dentro do prazo estipulado por lei, às Americanas encaminharam à loja responsável, mas a parceira  Glamor cancelou a solicitação, portanto infelizmente a  Americanas ecommerce a qual sou cliente a muitos anos (podem buscar ai nos registros), fez parceria com uma empresa sem idoneidade, pois são desfavoráveis aos direitos do consumidor mesmo que possam sofrer processos. Como a loja Glamor se recusou a fazer o cancelamento solicitei a intervenção das Americanas , mas até hoje não me retornaram a solicitação realizada pelo próprio método de sistema deles enviado por email pós cancelamento da solicitação da Glamor. Estarei reclamando em redes sociais e Reclame Aqui, foi meu primeiro problema com um parceiro da LA e consequentemente com as Lojas Americanas que deu a cara a tapa por parceiro ruim. Irei ao Procon com o e-mail que a Glamor enviou se negando a cancelar o pedido em que fiz por descontentamento ! pois o produto pareceu até falsificado por baixa qualidade perante ao de perfumaria física , indiferente a isto, sendo ou não sendo verídico o produto eu pedi o cancelamento por arrependimento de compra e estão me negando o direito. A partir daqui tomarei providencias já que a loja Glamor se negou a cumprir a legislação !",1990,"F","MG",,,,,
"2018-01-03 01:03:25","9666a2c1a920dad10dfbf3c7d63fd8443e758f34d763446f5d7049fa3e58c8e1",131765847,"Smart TV LED 49"" LG 49UJ6525 Com Conversor Digital 4 HDMI 2 USB Painel Ips, Hdr e Magic Mobile","lg","TV e Home Theater","TV","Não recebi",1,"No","Não recebi o produto Não posso avaliar A compra foi cancelada",1985,"F","SP",,,,,
"2018-01-03 01:46:11","5f6c8a27764a1023df8416a139fe36f20e4307a42809f4dbe88daee98f7ac41c",24760739,"Smartphone Lenovo Vibe C2 Dual Chip Android 6.0 Tela 5p 8gb Cartão 16gb Câmera 8mp Branco","null","Celulares e Smartphones","Smartphone","pessimo",1,"No","o celular trava toda, hora, e lento de mais e por ai vai, o sistema dele e lento de mais.",1987,"M","MG",,,,,
"2018-01-03 01:49:00","a53dc5b879da427a3909069a8fbba6249bd0b845bcfe6ff13a9819f38f75435c",119371001,"Kit Aparador de Pelos Philips Multigroom QG3339/15 Bateria Recarregável 12W","philips","Beleza e Perfumaria","Barbearia","gostei",4,"Yes","gostei bastante, a entrega tudo certo e chegou antes do prazo, recomendo.",1989,"M","SC",,,,,
"2018-01-03 02:20:01","ff92764e81a0038627b5551d84f5b4794d4431b7fe9f9b3d7858fbc1fc6dfe01",23406723,"Magnesio Dimalato Pro Evolution 1000mg 60 Comprimidos - Naturcaps","null","Suplementos e Vitaminas","Vitaminas & Minerais","Excelente!",5,"Yes","Comecei a tomar e estou gostando muito. Produto de ótima qualidade.  Recomendo!",1953,"M","SP",,,,,
"2018-01-03 02:26:01","f531a391decdd4678fd0717f496a7aaf12fa3331da1c75ed8234ac38466bf0ef",22669018,"Cinta Modeladora Emborrachada Preto","null","Saúde","null","gostei do produto",3,"Yes","Eu gostei muito do produto,minha única reclamação em relação a ele é que deveria ser um pouco maior no comprimento pq fica mto curto na parte das costas",1979,"F","SP",,,,,
"2018-01-03 02:27:57","49038745ae412a6eecdba2e6714ef1de5bc23b6a742b8e713ea26b0c639f47d8",128937257,"Teclado Gamer Blackwidow x Chroma Tournament Edition - Razer","razer","Informática e Acessórios","Teclado","Top",5,"Yes","Mais um para coleçao. Mt bom entrega foi otima tudo perfeito","null","M","MG",,,,,
"2018-01-03 02:29:12","e57567e4676acd609cd8a0d4decdbb7db7d8ccf1c5d17a545b0e8787a4b8721d",27628963,"Fonte Carregador Para Notebook Positivo S12a00 19v 2,1a Salcomp","null","Informática e Acessórios","Acessórios para Notebook","Atendeu minhas expectativas.",5,"Yes","Chegou no prazo certo..........................................",1987,"F","ES",,,,,
"2018-01-03 02:41:44","133e13cfb42de3be1019662e58f2720b4c1a51970b432ff63c8eab18c9ed0ccb",5057659,"Chapinha ( prancha) Taiff Alisadora Red Íon - Bivolt","taiff","Beleza e Perfumaria","Cabelo","Muito Show",5,"Yes","Produto ok, fez o que tem que ser feito e chegou no prazo.",1991,"M","MG",,,,,
"2018-01-03 02:45:46","a8be9aea3cc6394e7bc488a0ce54e0d08eb038ae1bba00bea6bc56b98667e66b",131349704,"Smartphone Moto G 5 Dual Chip Android 7.0 Tela 5"" 32GB 4G Câmera 13MP - Platinum","motorola","Celulares e Smartphones","Smartphone","Bom e barato",5,"Yes","Aparelho equivalente a um MotoX 3, com um processador um bocadinho mais potente e bateria removível.",1974,"M","RJ",,,,,
"2018-01-03 02:45:49","6527b9d8dffdb7b242ab9c101b221bb8a0a5aa08b96610b04c4c60cab2e39d61",121149637,"Bebedouro Polar SV3300 Eletrônico Prata","polar","Eletroportáteis","Bebedouro e Purificador de Água","Muito bom",4,"Yes","Gostei muito do produto,água bem gelada além de ser leve e fácil de manusear",1979,"F","SP",,,,,
"2018-01-03 02:49:20","a8be9aea3cc6394e7bc488a0ce54e0d08eb038ae1bba00bea6bc56b98667e66b",21731105,"Capa Armor Para Motorola Moto G5 - Gorila Shield","null","Celulares e Smartphones","Acessórios para Celular","Protege bem e tem perninha pra usar sem segurar",5,"Yes","Cumpre o prometido,eu aparelho já caiu aoenos três vezes e não tive problemas com aparelho nem capa, ela inclusive tem nas costas uma perninha que levanta peitinho usar o aparelho em cima da mesa pra assistir algo sem ter de segurar ou apoiar em outro objeto.",1974,"M","RJ",,,,,
"2018-01-03 02:58:26","265459c5d10b07853050e1088e134b019c36e07914aa6f1fcc619660341a1dcc",127936501,"Skatenet Max Azul Bandeirante","bandeirante","Brinquedos","Patinete Infantil","Produto de boa qualidade",5,"Yes","Brinquedo de boa qualidade e que serve de aprimoramento dos níveis de equilíbrio da criança; resistente a impactos . Tudo que uma criança precisa para exercitar sua coordenação motora.",1967,"M","PE",,,,,
"2018-01-03 03:10:53","542017b3f459a7cd91ff422c08e6af2b10c72004157efc4e2d16866528ed4598",20783651,"Headphone Bluetooth Pulse Fun Series Preto E Verde Ph215","null","Áudio","Fones de Ouvido","Excelente produto!",4,"Yes","Headphone muito bom! Design diferente, cores lindas, bluetooth é ótimo. Muito bom o custo benefício.",1978,"F","MG",,,,,
"2018-01-03 03:13:23","b9d202434d0041fb552df9891b043d5c26e74a04b322cb133efb93e467602edc",126719694,"DVD Player Pioneer Avh-X7880Tv 1-Din Com Tv Digital Bluetooth USB 7 Polegadas e Mixtrax","pioneer","Automotivo","DVD Automotivo","Entrega",3,"Yes","Uma  loja que não honra com seus compromissos porem comprei esse radio dia 28/11/17 porem foi marcado a entrega p 15 de dezembro não cumprindo e logo marcando p dia 27 de dezembro que também não entregou e hj e dia 4 de janeiro e ate o momento não houve a entrega e nenhuma explicação e ainda mandaram um link p avaliar um produto que não chegou .",1975,"M","RJ",,,,,
"2018-01-03 03:16:15","8b803368ec426f5e1624f5495eb1af958129a76f4ed1e7a6ee49a29362a6139c",113173979,"Escova Rotativa Tourmaline Infinity Ion ER-03 - Mondial","mondial","Beleza e Perfumaria","Aparelhos elétricos para cabelo","Maravilhosa",5,"Yes","Ela realmente funciona, e faz o que realmente as propagandas mostram. Diferente de outras por aí...",1981,"F","DF",,,,,
"2018-01-03 03:18:37","c4065b6bc01c02c7deba6b34cf68df4134d4a5c6541556294d8d7876d5983c25",113618085,"Cartão Micro SD Ultra Classe 10 32GB com adaptador - Sandisk","null","Câmeras e Filmadoras","Cartão de Memória","não recebi o produto até o momento",1,"No","insatisfação total...comprei o produto em  uma empresa que acho que é séria...mais até o momento não recebi o produto...não consigo fazer a devolução...e nada...não me dão um retorno...insatisfação total.",1973,"M","SP",,,,,
"2018-01-03 03:20:35","4756d2ac36185c3ab9c8cf7c977761663f5129ce7d74a9231984d0d5066ea2d0",132276480,"Smartphone Samsung Galaxy J5 Prime Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 32GB 4G Wi-Fi Câmera 13MP com Leitor de Digital - Dourado","null","Celulares e Smartphones","Smartphone","Smarphone Samsung J5 Prime",4,"Yes","Produto de ótima qualidade. Atende minhas necessidades, principalmente no quesito espaço para armazenamento de dados.",1961,"M","SP",,,,,
"2018-01-03 03:24:48","1505af743e9e169958b54a7926da1269efbd8d5433e2c15929f9808e4b3245aa",120958571,"Micro-ondas Consul CMW30 30 Litros Branco","consul","Eletrodomésticos","Micro-ondas","Inicialmente, o equipamento está muito bom!",5,"Yes","Este é o tipo de produto apresenta as más características após algumas utilizações mas, inivialmente, apresenta um bom desempenho. Fácil de usar/ teclas facilitadoras.",1990,"F","RS",,,,,
"2018-01-03 03:25:57","029bd32db27d42690a541227b853a551c67e812fd94b08ea8c89a1e85d105cff",129966797,"Fritadeira Sem Óleo Midea Liva 4L Branca","midea","Eletroportáteis","Fritadeira Elétrica","Muito bom!!",4,"Yes","Produto muito bom, fácil limpeza, fácil utilização. Livro de receitas deixa a desejar, porém na internet existem vários vídeos de dicas e receitas.",1984,"F","SP",,,,,
"2018-01-03 03:33:00","7f0b138448caced4824ed6712552e10ed6bf0279dc4d25e07c1ee0b967b6da1e",122618984,"Banheira para Bebê Nemo Inflável Azul - Burigotto","burigotto","Bebês","Banho do bebê","DEFEITO",1,"No","Bom dia,   Gostaria de receber o contato de voces, pois a banheira veio com defeito no feixo, onde solta a agua.  No aguardo.  Grata.",1993,"F","SP",,,,,
"2018-01-03 03:34:49","017d52d76abc8df84c0d86ce625860dd7853e7882616de7be53d2cab110b6b68",132569282,"Smartphone Motorola Moto X4 Dual Cam Android 7.0 Tela 5.2"" Octa-Core 32GB Wi-Fi 4G Câmera 12MP - Azul Topázio","null","Celulares e Smartphones","Smartphone","Bom",3,"Yes","O que fiquei insatisfeito foi a entrega é a comunicação. Comprei o produto foi registrado uma data de entrega é não recebi se não fosse eu para ligar procurando saber acredito que até hoje eu não tinha recebido . O produto levou mais de 20 dias pra chegar  Não sei se compro mais nessa loja",1979,"F","SP",,,,,
"2018-01-03 03:37:49","33b80680ae99972e3204cdcda0b943097f48d31ea26dfe4fa0d95ec99eb317b9",26995847,"Caixa Multimídia 20w Wireless Bluetooth/nfc Srs-xb20/l Azul Sony","null","Áudio","Dock Station e Caixas Bluetooth","sensacional",5,"Yes","superou minhas expectativas, o som e muito alto e a caixa é muito fácil de transportar !!!!!",1975,"M","RJ",,,,,
"2018-01-03 03:39:39","5fae3261264c908c9ba14d35146ce688658b9d1acf37f092eda622542f0e6dd7",131245964,"Smartphone Asus Zenfone Go LTE Dual Chip Android 6.0 Tela 5"" Processador Qualcomm Snapdragon 16GB 4G Câmera 13MP - Vermelho","null","Celulares e Smartphones","Smartphone","Sem produto",1,"No","Não chegou nada prazo de entrega ultrapassado sem dar nenhuma resposta concreta",1989,"F","SP",,,,,
"2018-01-03 03:42:02","73e66a16ea94908ccd416a161d286ffb90f7714af41d1cce71a1d340bff832aa",131471591,"Smart TV LED 40"" Toshiba 40L2600 Full HD com Conversor Digital 3 HDMI 2 USB Wi-Fi 60Hz - Preta","semp toshiba","TV e Home Theater","TV","Produto bom",3,"Yes","Tv com boa qualidade de imagem, porém poderia ser mais fácil o acesso as configurações,  pois muda automaticamente algumas.",1984,"M","RS",,,,,
"2018-01-03 03:44:08","73e66a16ea94908ccd416a161d286ffb90f7714af41d1cce71a1d340bff832aa",25968873,"Moto Esmeril 1hp 735w 220v - Worker","null","Ferramentas e Jardim","Ferramentas Elétricas","Produto regular",2,"No","Produto não  atendeu as espectativas Motor mencionado de 1 hp, porém é muito fraco, provavelmente seja de 0,5 hp",1984,"M","RS",,,,,
"2018-01-03 03:45:37","73421a32c82a1193968d30eebfe764f0048732e8e1a4c3fbcbf6dc980436143e",132128903,"Smart TV LED 49"" LG 49LJ5500  Full HD Conversor Digital Wi-Fi integrado  1 USB 2 HDMI webOS 3.5 Sistema de Som Virtual Surround Plus","lg","TV e Home Theater","TV","Gostei do produto",4,"Yes","Aparelho muito bom. Wi fi pegou facil e estável. Bom para séries e filmes. Tem bom acabamento e funcionalidade.",1971,"M","MG",,,,,
"2018-01-03 03:47:18","19bf1ec2f76fd045fcdae4d20701383b3b868cbb6d4a0f8f02594792ca2aa34e",132118351,"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB Câmera 12MP - Ametista","samsung","Celulares e Smartphones","Smartphone","S8 plus",5,"Yes","Excelente produto. Ótima qualidade. Gostei muito da aquisição.",1960,"F","DF",,,,,
"2018-01-03 03:47:46","ee7506f41b8329c71f4e7158a9c49170919e9fb40172fabe843aa4545160257f",124385272,"Forno Elétrico Cadence Goumert FOR451 45 Litros Preto e Inox","cadence","Eletroportáteis","Forno Elétrico","Produto excelente",5,"Yes","Espaço interno muito bom, excelente acabamento. Ótimo custo benefício.",1975,"M","SP",,,,,
"2018-01-03 03:50:14","15c195d557c1f1ee185e2469a47f903ac1776b392394408742dc6864af5e4f71",27662712,"Carrinho de Bebê Berço com Bandeja Nap Weego Rosa - 4013","null","Bebês","Passeio","Gostei muito do produto",4,"Yes","Gostei muito do produto, ótima qualidade, atendimento e entrega rápida. Recomendo este produto.",1987,"F","MG",,,,,
"2018-01-03 03:53:14","727e76ebdf1f3988aadddc61b84964c5fc7fa74623d15e86993ab392b4b520a1",21333693,"Saboneteira Conjunto de Porcelana Lisa 3 Peças Branca","null","Utilidades Domésticas","Utensílios e Acessórios Domésticos","não tenho como avaliar",1,"No","não tenho como avaliar, pois não recebi o produto, to esperando desde o dia 28",1991,"M","RJ",,,,,
"2018-01-03 03:57:05","89495ebb6393c90e54c294d07429f1f24b30a368faf52963adadfe4c47ac5f7d",132444092,"Smartphone Motorola Moto G 5S Dual Chip Android 7.1.1 Nougat Tela 5.2"" Snapdragon 430 32GB 4G Câmera 16MP - Platinum","null","Celulares e Smartphones","Smartphone","Muito bom!",4,"Yes","O produto atende minhas expectativas e me auxilia bastante!",1960,"F","RJ",,,,,
"2018-01-03 03:57:10","87986b07966eae939a18fb1ff7e9c2f196412cd4bd4a12968b57b1c2f817324a",132116769,"Notebook Dell Inspiron i15-5566-D10P Intel Core 6 i3 4GB 1TB Tela LED 15.6"" Linux - Preto","dell","Informática","Notebook","NÃO FOI O ESPERADO!",2,"No","PARA COMEÇAR UM DOS NOTEBOOK VEIO COM DEFEITO, NÃO GOSTEI DA CONFIGURAÇÃO, DEVOLVI O QUE ESTA COM DEFEITO (PROTOCOLO 2017122601789), E ESTOU AGUARDANDO O ESTORNO PARA COMPRAR OUTRO, POIS VOCÊS NÃO TINHAM PRODUTO PARA TROCA... JÁ VAI VENCER A PRIMEIRA PARCELA E NÃO TENHO RETORNO DE VOCÊS...  FICA DIFÍCIL DE FICAR SATISFEITO. À  ALGUM TEMPO ATRAS, COMPREI UMA PEÇA PARA MEU CARRO NO SITE DA AMERICA, E VEIO OUTRA, POIS ESTAVA CADASTRADO A IMAGEM DÁ PEÇA COM CÓDIGO DE OUTRA, E MESMO EU COMUNICANDO, DE IMEDIATO, LEVOU MAIS DE UM MÊS, PARA DIZER QUE IRIA ESTORNAR O VALOR DA PEÇA... EXPERIENCIAS RUIM COM VOCÊS, ESPERO QUE DESTA VEZES NÃO DEMORE, POIS UMA DAS MINHAS FILHAS FICOU SEM SEU PRESENTE DE NATAL...",1958,"M","BA",,,,,
"2018-01-03 03:57:17","8d0bb5e858f8927755707b8a20b81f27bb92d59652f955d4ccc82131b3975dae",132439701,"Smart TV LED 39"" Philco PH39N86DSGW HD com Conversor Digital 3 HDMI 1 USB Wi-Fi Closed Caption e Sleep timer","null","TV e Home Theater","TV","Não gostei muito do produto",2,"No","O produto não tem o aplicativo do Netflix e não pode ser instalado. O áudio também é bem ruim...",1918,"F","SP",,,,,
"2018-01-03 03:58:12","269fc804a0bbbf93a8a851dbad0ba20afb2474a4eab2f0668cfdf6775b8ddd69",117837226,"Aparelho de Jantar Diamante 20 Peças - Nadir","nadir","Utilidades Domésticas","Pratos e Talheres","Muito bom",4,"Yes","Gostei muito do produto! Vale a pena pelo custo/benefício.",1984,"F","SP",,,,,
"2018-01-03 03:58:29","e9d81646e00db360d26e1652da11f0cd9165e8dd1dae54056dec8d7696107bdb",129361190,"Microsoft Office 365 Home: 5 Licenças (PC, Mac, Android e IOS) + 1 TB de HD virtual para cada licença","microsoft","Informática e Acessórios","Software","Original",5,"Yes","Produto original não tem erro! Entrega dentro do prazo esperado. Muito bom!",1980,"F","MG",,,,,
"2018-01-03 04:08:09","86baef74dbe2ee3ab4c02de75313e8fb8459ba87f3cf227f08af88f0194c6969",132221833,"Smartphone Motorola Moto Z2 Play - Power Edition Dual Chip Android 7.1.1 Nougat Tela 5,5"" Octa-Core 2.2 GHz 64GB Câmera 12MP - Ouro","motorola","Celulares e Smartphones","Smartphone","Ótimo aparelho",4,"Yes","Boas especificações e preço atraente, porém estou tendo dificuldades para encontrar uma capa que aceite a bateria extra, que seria necessária alguns dias.",1984,"M","SP",,,,,
"2018-01-03 04:08:45","6042b59d39a6655bad952360bf1ee1078d95e7a0d559e63de3c13cfc595dd298",25566622,"Computador 3green Intel Dual Core J3060 2gb 320gb Com Monitor Led 15.6 Mouse Teclado Hdmi Usb 3.0","null","Informática","Computadores e All in One","Travou no primeiro dia de uso",1,"No","Demorou 40 dias para chegar. Funcionou 2 horas. Agora mais 15 dias para receber outro. Nao recomendo.",1978,"F","SC",,,,,
"2018-01-03 04:12:38","8f0bcf13de55c8a9305e5ef633b47ddc5e6380e114fea3e3c5be2b213a196b3f",22741217,"Mochila Notebook Reforçada Cabo De Aço Denlex","null","Malas e Acessórios","Mochilas","GOSTEI MUITO DO PRESENTE",5,"Yes","ÓTIMO PRODUTO. CHEGOU ANTES DO PRAZO.MUITO BOM.RECOMENDO MOCHILA NOTEBOOK REFORÇADA CABO DE AÇO DENLEX",1974,"F","SP",,,,,
"2018-01-03 04:13:44","435500ef527b62e45877ec4ad26acdd3e55a4fd8e7ba484037c282bb91db8b43",6942227,"Faqueiro Inox Tramontina Búzios 24 Peças","tramontina","Utilidades Domésticas","Pratos e Talheres","Amo Tramontina",3,"Yes","Produto de excelente qualidade.  É Tramontina! recomendo aos amigos.",1957,"F","SP",,,,,
"2018-01-03 04:14:16","418e18eafe9f94c8ae1ccd971be0e600b63e52a4ae296a05d49282f1f8f5b84b",128010777,"Smartphone Samsung Galaxy J7 Metal Dual Chip Android 6.0 Tela 5.5"" 16GB 4G Câmera 13MP - Dourado","samsung","Celulares e Smartphones","Smartphone","smartphone",4,"Yes","PRODUTO MUITO BOM ATENDIMENTO EXCELENTE E ENTREGA NO PRAZO. PARABENS.",1968,"M","MS",,,,,
"2018-01-03 04:15:04","8bcddadafedcd95811334f1c2cb0c816795ce284d8530193e063a43ee6f59b97",126819433,"Máquina de Cereal Mallory Nutritive Cereal Maker","mallory","Eletroportáteis","Cozinha Criativa","Cumpre o que promete",3,"Yes","o produto é simples porem cumpre muito bem o que promete.",1992,"M","ES",,,,,
"2018-01-03 04:15:42","435500ef527b62e45877ec4ad26acdd3e55a4fd8e7ba484037c282bb91db8b43",132713678,"Jogo de Assadeiras de Alumínio com Revestimento Interno Antiaderente Vermelho 3 Peças - Tramontina","null","Utilidades Domésticas","Bandejas, Assadeiras e Réchaud","Três peças Básicas",3,"Yes","Ainda não as usei, porém conheço amigas que compraram e não se arrependeram.",1957,"F","SP",,,,,
"2018-01-03 04:16:48","9c6221ac36bf01272e27033415c43a72b514a94fae92e00c4fda019a4b0578b3",23954092,"Lixa Elétrica Pé Esfoliador Calosidades Pedicure Portátil","null","Beleza e Perfumaria","Artigos de Salão de Beleza","nao funciona",1,"No","comprei lixa eletrica como diz o anuncio e recebi uma lixa a pilha tao fraca que para quando encosta na pele.quero devoluçao do dinheiro.",1960,"F","PR",,,,,
"2018-01-03 04:19:48","34427fae0506fb2af7b2ad6e3f031b5d53dcf1df839c615051bf1d2eea33c565",111969771,"Ventilador de Teto Arno Ultimate Branco Silencioso e Econômico c/ Controle Remoto","arno","Casa e Construção","Climatização","Achei muito bom.",4,"Yes","Instalação rápida e fácil, ventila muito bem no meu quarto 6m³, muito silencioso. A luz tbm funciona no interruptor (que não é incluso) e o controle funciona com uma bateria A23 (não incluso e único ponto mais complicado, poderia ser pilha convencional) - controle não possui uma qualidade muito boa, material fraco.",1992,"F","SP",,,,,
"2018-01-03 04:19:58","56f234aa222b420c5a4846bc0b9abf1017871f814902af5a4dd0e3b55761655e",124777452,"Batedeira Planetária Arno Deluxe SX82 8 Velocidades Preto - 300W","arno","Eletroportáteis","Batedeira e Acessórios","Não posso avaliar",1,"No","Eu ainda não recebi meu produto.  Pois o numero da entrega estava incorreto.  Liguei nas Americanas, mas me falaram que não podia fazer nada pois o produto estava na transportadora. Liguei na transportadora não obtive nenhuma resposta.  Após isso, a transportadora me ligou e passei o numero correto para entrega.  Mas mesmo assim, alegaram que não encontraram e devolverão meu produto para a loja.  Agora estou com um vale para fazer nova compra. Estou ate com medo de comprar com vocês se não encontraram meu endereço em 3 tentativas, sera que agora conseguirão entregar???????","null","F","SP",,,,,
"2018-01-03 04:20:06","36a543ced9c069b0f2c0c6c6a3ac8e92d2e91df5233e12e1ff6b7651be521c71",131835745,"Jogo Banheiro Maluco - Hasbro","hasbro","Brinquedos","Jogos","Super divertido",5,"Yes","Ótimo brinquedo, minha pequena adorou, super divertido até os adultos entraram na brincadeira. De vez em quanto fica um pouquinho dura a alavanca da descarga e o rolo não para no número 2.",1995,"M","SP",,,,,
"2018-01-03 04:21:33","e28fe1a6c851eab9f6dc68a972649008022516cb72c934e671d7d5b37d2925c0",132444754,"Smartphone Motorola Moto G 5s Plus Dual Chip Android 7.1.1 Nougat Tela 5.5"" Snapdragon 625 32GB 4G 13MP Câmera Dupla - Azul Topázio","null","Celulares e Smartphones","Smartphone","Ótimo produto",5,"Yes","O celular é muito bom, e muito bonito também, amei minha compra!",1986,"F","SP",,,,,
"2018-01-03 04:24:30","28bb8d6f251721fe813131e7f333385e8fed7796ca7e66bc138d3fa55bf41259",7154285,"Joystick Cyborg V1 - PC","saitek","Games","Jogos para PC e Acessórios","Joystick",4,"Yes","Tudo certo. Produto bom, entrega no prazo. O primeiro produto apresentou defeito e foi realizada uma troca, o atendimento foi ótimo e a troca ocorreu sem burocracia e rapidamente. O novo produto chegou no prazo e atende plenamente às expectativas. Recomendo.",1962,"M","RS",,,,,
